id,name,parent_name,source,details
142,Shifter,,11,"Shifters are sometimes called weretouched, as they are descendants of people who contracted full or partial lycanthropy. Humanoids with a bestial aspect, shifters can’t fully change shape, but they can temporarily enhance their animalistic features by entering a state they call shifting.|||Shifters are similar to humans in height and build but are typically more lithe and flexible. Their facial features have a bestial cast, often with large eyes and pointed ears; most shifters also have prominent canine teeth. They grow fur-like hair on nearly every part of their bodies. While a shifter’s appearance might remind an onlooker of an animal, they remain clearly identifiable as shifters even when at their most feral.|||Most shifters resemble a particular kind of lycanthrope. You can choose the kind of lycanthrope in your past, or you can determine it randomly by rolling on the Lycanthrope Ancestor table. The table also provides a suggestion for the Shifting option you might have as a result of your ancestry.||||||||||||Lycanthrope Ancestor||||||||||||d6|||Ancestor|||Suggested Shifting Option|||||||||1|||Werebear|||Beasthide|||||||||2|||Wereboar|||Beasthide|||||||||3|||Wererat|||Swiftstride|||||||||4|||Weretiger|||Swiftstride|||||||||5|||Werewolf (wolflike)|||Longtooth|||||||||6|||Werewolf (doglike)|||Wildhunt||||||||||||Ability Score Increase. When determining your character’s ability scores, increase one score by 2 and increase a different score by 1, or increase three different scores by 1. You can't raise any of your scores above 20.|||||||||Creature Type. You are a Humanoid.|||||||||Size. You are Medium.|||||||||Speed. Your walking speed is 30 feet.|||||||||Bestial Instincts. Channeling the beast within, you have proficiency in one of the following skills of your choice: Acrobatics, Athletics, Intimidation, or Survival.|||||||||Darkvision. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray.|||||||||Shifting. As a bonus action, you can assume a more bestial appearance. This transformation lasts for 1 minute, until you die, or until you revert to your normal appearance as a bonus action. When you shift, you gain temporary hit points equal to 2 x your proficiency bonus. You can shift a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.||||||Whenever you shift, you gain an additional benefit based on one of the following options (choose when you select this race):||||||Beasthide. You gain 1d6 additional temporary hit points. While shifted, you have a +1 bonus to your Armor Class.|||Longtooth. When you shift and as a bonus action on your other turns while shifted, you can use your elongated fangs to make an unarmed strike. If you hit with your fangs, you can deal piercing damage equal to 1d6 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike.|||Swiftstride. While shifted, your walking speed increases by 10 feet. Additionally, you can move up to 10 feet as a reaction when a creature ends its turn within 5 feet of you. This reactive movement doesn’t provoke opportunity attacks.|||Wildhunt. While shifted, you have advantage on Wisdom checks, and no creature within 30 feet of you can make an attack roll with advantage against you unless you’re incapacitated.|||||||||||||||||||||Whenever you shift, you gain an additional benefit based on one of the following options (choose when you select this race):||||||Beasthide. You gain 1d6 additional temporary hit points. While shifted, you have a +1 bonus to your Armor Class.|||Longtooth. When you shift and as a bonus action on your other turns while shifted, you can use your elongated fangs to make an unarmed strike. If you hit with your fangs, you can deal piercing damage equal to 1d6 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike.|||Swiftstride. While shifted, your walking speed increases by 10 feet. Additionally, you can move up to 10 feet as a reaction when a creature ends its turn within 5 feet of you. This reactive movement doesn’t provoke opportunity attacks.|||Wildhunt. While shifted, you have advantage on Wisdom checks, and no creature within 30 feet of you can make an attack roll with advantage against you unless you’re incapacitated.|||||||||||||||Beasthide. You gain 1d6 additional temporary hit points. While shifted, you have a +1 bonus to your Armor Class.|||Longtooth. When you shift and as a bonus action on your other turns while shifted, you can use your elongated fangs to make an unarmed strike. If you hit with your fangs, you can deal piercing damage equal to 1d6 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike.|||Swiftstride. While shifted, your walking speed increases by 10 feet. Additionally, you can move up to 10 feet as a reaction when a creature ends its turn within 5 feet of you. This reactive movement doesn’t provoke opportunity attacks.|||Wildhunt. While shifted, you have advantage on Wisdom checks, and no creature within 30 feet of you can make an attack roll with advantage against you unless you’re incapacitated.|||||||||Languages. Your character can speak, read, and write Common and one other language that you and your DM agree is appropriate for the character. The Player’s Handbook offers a list of languages to choose from. The DM is free to modify that list for a campaign.||||||"
143,Beasthide,Shifter,17,"Stoic and solid, a beasthide shifter draws strength and stability from the beast within. Beasthide shifters are typically tied to the bear or the boar, but any creature known for its toughness could apply.||||||Ability Score Increase. Your Constitution score increases by 2.|||||||||Tough. You have proficiency in the Athletics skill.|||||||||Shifting Feature. Whenever you shift, you gain 1d6 additional temporary hit points, and while shifted, you have a +1 bonus to your AC.||||||"
144,Longtooth,Shifter,17,"Longtooth shifters are fierce and aggressive, but they form deep bonds with their friends. Many longtooth shifters have canine traits that become more pronounced as they shift, but they might instead draw on tigers, hyenas, or other predators.||||||Ability Score Increase. Your Strength score increases by 2.|||||||||Fierce. You have proficiency in the Intimidation skill.|||||||||Shifting Feature. While shifted, you can use your elongated fangs to make an unarmed strike as a bonus action. If you hit with your fangs, you can deal piercing damage equal to 1d6 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike.||||||"
145,Swiftstride,Shifter,17,"Swiftstride shifters are graceful and quick. Typically feline in nature, swiftstride shifters are often aloof and difficult to pin down physically or socially.||||||Ability Score Increase. Your Dexterity and Charisma scores increase by 1.|||||||||Graceful. You have proficiency in the Acrobatics skill.|||||||||Swift Stride. Your walking speed increases by 5 feet.|||||||||Shifting Feature. While shifted, your walking speed increases by an additional 5 feet. Additionally, you can move up to 10 feet as a reaction when an enemy ends its turn within 5 feet of you. This movement doesn’t provoke opportunity attacks.||||||"
146,Wildhunt,Shifter,17,"Wildhunt shifters are sharp and insightful. Some are constantly alert, ever wary for possible threats. Others focus on their intuition, searching within. Wildhunt shifters are excellent hunters, and they also tend to become the spiritual leaders of shifter communities.||||||Ability Score Increase. Your Wisdom score increases by 2.|||||||||Natural Tracker. You have proficiency in the Survival skill.|||||||||Mark the Scent. As a bonus action, you can mark one creature you can see within 10 feet of you. Until the end of your next long rest, your proficiency bonus is doubled for any ability check you make to find the marked creature, and you always know the location of that creature if it is within 60 feet of you. You can’t use this trait again until you finish a short or long rest.|||||||||Shifting Feature. While shifted, you have advantage on Wisdom checks.||||||"
147,Cliffwalk,Shifter,53,"Source: Unearthed Arcana 1 - Eberron|||Your cliffwalk heritage grants you the agility of a mountain goat.||||||Ability Score Increase. Your Dexterity score increases by 1.|||||||||Shifting Feature. While shifting, you gain a climb speed of 30 feet.||||||"
148,Razorclaw,Shifter,53,"Source: Unearthed Arcana 1 - Eberron|||As a razorclaw shifter, you make swift, slashing strikes in battle||||||Ability Score Increase. Your Dexterity score increases by 1.|||||||||Shifting Feature. While shifting, you can make an unarmed strike as a bonus action. You can use your Dexterity for its attack roll and damage bonus, and this attack deals slashing damage.||||||"
149,Yuan Ti,,11,"Yuan-ti were originally humans who transformed themselves into serpent folk through ancient rituals. Most yuan-ti were corrupted into monsters by those rites, but some yuan-ti instead became a new people who mix characteristics of humans and snakes.|||Blessed with resistance to magical and poisonous effects by the rituals that created them, each of these yuan-ti manifests their serpentine heritage in a variety of ways: a forked tongue, snake eyes, a snakelike nose, or some other ophidian characteristic. However a yuan-ti looks, they have the power to pursue great good or evil in the multiverse.||||||Ability Score Increase. When determining your character’s ability scores, increase one score by 2 and increase a different score by 1, or increase three different scores by 1. You can't raise any of your scores above 20.|||||||||Creature Type. You are a Humanoid.|||||||||Size. You are Medium or Small. You choose the size when you select this race.|||||||||Speed. Your walking speed is 30 feet.|||||||||Darkvision. You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray.|||||||||Magic Resistance. You have advantage on saving throws against spells.|||||||||Poison Resilience. You have advantage on saving throws you make to avoid or end the poisoned condition on yourself. You also have resistance to poison damage.|||||||||Serpentine Spellcasting. You know the Poison Spray cantrip. You can cast Animal Friendship an unlimited number of times with this trait, but you can target only snakes with it. Starting at 3rd level, you can also cast Suggestion with this trait. Once you cast it, you can’t do so again until you finish a long rest. You can also cast it using any spell slots you have of 2nd level or higher.||||||Intelligence, Wisdom, or Charisma is your spellcasting ability for these spells when you cast them with this trait (choose when you select this race).|||||||||||||||Intelligence, Wisdom, or Charisma is your spellcasting ability for these spells when you cast them with this trait (choose when you select this race).|||||||||Languages. Your character can speak, read, and write Common and one other language that you and your DM agree is appropriate for the character. The Player’s Handbook offers a list of languages to choose from. The DM is free to modify that list for a campaign.||||||"
150,Yuan Ti,,6,"The serpent creatures known as yuan-ti are all that remains of an ancient, decadent human empire. Ages ago their dark gods taught them profane, cannibalistic rituals to mix their flesh with that of snakes, producing a caste-based society of hybrids in which the most snakelike are the leaders and the most humanlike are spies and agents in foreign lands.||||||Ability Score Increase. Your Charisma score increases by 2, and your Intelligence score increases by 1.|||||||||Age. Purebloods mature at the same rate as humans and have lifespans similar in length to theirs.|||||||||Alignment. Purebloods are devoid of emotion and see others as tools to manipulate. They care little for law or chaos and are typically neutral evil.|||||||||Size. Purebloods match humans in average size and weight. Your size is Medium.|||||||||Speed. Your base walking speed is 30 feet.|||||||||Darkvision. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.|||||||||Innate Spellcasting. You know the Poison Spray cantrip. You can cast Animal Friendship an unlimited number of times with this trait, but you can target only snakes with it. Starting at 3rd level, you can also cast Suggestion with this trait. Once you cast it, you can't do so again until you finish a long rest. Charisma is your spellcasting ability for these spells.|||||||||Magic Resistance. You have advantage on saving throws against spells and other magical effects.|||||||||Poison Immunity. You are immune to poison damage and the poisoned condition.|||||||||Languages. You can speak, read, and write Common, Abyssal, and Draconic.||||||"
151,Kalashtar,,17,"|||Ability Score Increase. Your Wisdom score increases by 2, and your Charisma score increases by 1.|||||||||Age. Kalashtar develop physically at the same rate as humans do and have similar lifespans.|||||||||Alignment. The noble spirit tied to a kalashtar drives it toward lawful and good behavior. Most kalashtar combine strong self-discipline with compassion for all sentient beings, but some kalashtar resist the virtuous influence of their spirit.|||||||||Size. Kalashtar are similar in build to humans, though they are typically a few inches taller. Your size is Medium.|||||||||Speed. Your base walking speed is 30 feet.|||||||||Dual Mind. You have advantage on all Wisdom saving throws.|||||||||Mental Discipline. You have resistance to psychic damage.|||||||||Mind Link. You can speak telepathically to any creature you can see, provided the creature is within a number of feet of you equal to 10 times your level. You don't need to share a language with the creature for it to understand your telepathic utterances, but the creature must be able to understand at least one language.||||||When you're using this trait to speak telepathically to a creature, you can use your action to give that creature the ability to speak telepathically with you for 1 hour or until you end this effect as an action. To use this ability, the creature must be able to see you and must be within this trait's range. You can give this ability to only one creature at a time; giving it to a creature takes it away from another creature who has it.|||||||||||||||When you're using this trait to speak telepathically to a creature, you can use your action to give that creature the ability to speak telepathically with you for 1 hour or until you end this effect as an action. To use this ability, the creature must be able to see you and must be within this trait's range. You can give this ability to only one creature at a time; giving it to a creature takes it away from another creature who has it.|||||||||Severed from Dreams. Kalashtar sleep, but they don’t connect to the plane of dreams as other creatures do. Instead, their minds draw from the memories of their otherworldly spirit while they sleep. As such, you are immune to magical spells and effects that require you to dream, like the Dream spell, but not to spells and effects that put you to sleep, like the Sleep spell.|||||||||Languages. You can read and write Common, Quori, and one other language of your choice.||||||"
152,Kalashtar,,53,"Source: Unearthed Arcana 52 - Races of Eberron||||||Ability Score Increase. Your Wisdom and Charisma scores both increase by 1. In addition, one ability score of your choice increases by 1.|||||||||Age. Kalashtar develop physically at the same rate as humans do and have similar lifespans.|||||||||Alignment. The noble spirit tied to a kalashtar drives it toward lawful and good behavior. Most kalashtar combine strong self-discipline with compassion for all sentient beings, but some kalashtar resist the virtuous influence of their spirit.|||||||||Size. Kalashtar are similar in build to humans, though they are typically a few inches taller. Your size is Medium.|||||||||Speed. Your base walking speed is 30 feet.|||||||||Dual Mind. When you make a Wisdom saving throw, you can use your reaction to gain advantage on the roll. You can use this trait immediately before or after you roll, but before any of the roll's effects occur.|||||||||Mental Discipline. You have resistance to psychic damage.|||||||||Mind Link. You can speak telepathically to any creature you can see within 60 feet of you. You don’t need to share a language with the creature for it to understand your telepathic messages, but the creature must be able to understand at least one language or be telepathic itself.||||||As a bonus action when you’re speaking telepathically to a creature, you can give that creature the ability to speak telepathically to you until the start of your next turn. To use this ability, the creature must be within 60 feet of you and be able to see you.|||||||||||||||As a bonus action when you’re speaking telepathically to a creature, you can give that creature the ability to speak telepathically to you until the start of your next turn. To use this ability, the creature must be within 60 feet of you and be able to see you.|||||||||Psychic Glamour. Choose one of the following skills: Insight, Intimidation, Performance, or Persuasion. You have advantage on all ability checks you make with that skill.|||||||||Severed from Dreams. Kalashtar sleep, but they don’t connect to the plane of dreams as other creatures do. Instead, their minds draw from the memories of their otherworldly spirit while they sleep. As such, you are immune to magical spells and effects that require you to dream, like the Dream spell, but not to spells and effects that put you to sleep, like the Sleep spell.|||||||||Languages. You can read and write Common, Quori, and one other language of your choice.||||||"
153,Warforged,,17,"|||Ability Score Increase. Your Constitution score increases by 2, and one other ability score of your choice increases by 1.|||||||||Age. A typical warforged is between two and thirty years old. The maximum lifespan of the warforged remains a mystery; so far, warforged have shown no signs of deterioration due to age. You are immune to magical aging effects.|||||||||Alignment. Most warforged take comfort in order and discipline, tending toward law and neutrality. But some have absorbed the morality – or lack thereof – of the beings with which they served.|||||||||Size. Your size is Medium. To set your height and weight randomly, start with rolling a size modifier.||||||Size modifier = 2d6|||Height = 5 feet + 10 inches + your size modifier in inches|||Weight in pounds = 270 + (4 x your size modifier)|||||||||||||||Size modifier = 2d6|||Height = 5 feet + 10 inches + your size modifier in inches|||Weight in pounds = 270 + (4 x your size modifier)|||||||||Speed. Your base walking speed is 30 feet.|||||||||Constructed Resilience. You were created to have remarkable fortitude, represented by the following benefits:||||||You have advantage on saving throws against being poisoned, and you have resistance to poison damage.|||You don’t need to eat, drink, or breathe.|||You are immune to disease.|||You don't need to sleep, and magic can't put you to sleep.|||||||||||||||You have advantage on saving throws against being poisoned, and you have resistance to poison damage.|||You don’t need to eat, drink, or breathe.|||You are immune to disease.|||You don't need to sleep, and magic can't put you to sleep.|||||||||Sentry's Rest. When you take a long rest, you must spend at least six hours in an inactive, motionless state, rather than sleeping. In this state, you appear inert, but it doesn’t render you unconscious, and you can see and hear as normal.|||||||||Integrated Protection. Your body has built-in defensive layers, which can be enhanced with armor.||||||You gain a +1 bonus to Armor Class.|||You can don only armor with which you have proficiency. To don armor, you must incorporate it into your body over the course of 1 hour, during which you must remain in contact with the armor. To doff armor, you must spend 1 hour removing it. You can rest while donning or doffing armor in this way.|||While you live, your armor can't be removed from your body against your will.|||||||||||||||You gain a +1 bonus to Armor Class.|||You can don only armor with which you have proficiency. To don armor, you must incorporate it into your body over the course of 1 hour, during which you must remain in contact with the armor. To doff armor, you must spend 1 hour removing it. You can rest while donning or doffing armor in this way.|||While you live, your armor can't be removed from your body against your will.|||||||||Specialized Design. You gain one skill proficiency and one tool proficiency of your choice.|||||||||Languages. You can speak, read, and write Common and one other language of your choice.||||||"
154,Features,Warforged,53,"Source: Wayfinder's Guide to Eberron||||||Ability Score Increase. Your Constitution score increases by 1.|||||||||Age. A typical warforged is between two and thirty years old. The maximum lifespan of the warforged remains a mystery; so far, warforged have shown no signs of deterioration due to age.|||||||||Alignment. Most warforged take comfort in order and discipline, tending toward law and neutrality. But some have absorbed the morality – or lack thereof – of the beings with which they served.|||||||||Size. Your size is Medium. Most warforged stand between 5 and 6 1/2 feet tall. Weight and build are affected by subrace.|||||||||Speed. Your base walking speed is 30 feet.|||||||||Warforged Resilience. You were created to have remarkable fortitude, represented by the following benefits.||||||You have advantage on saving throws against being poisoned, and you have resistance to poison damage.|||You are immune to disease.|||You don’t need to eat, drink, or breathe.|||You don't need to sleep and don't suffer the effects of exhaustion due to lack of rest, and magic can’t put you to sleep.|||||||||||||||You have advantage on saving throws against being poisoned, and you have resistance to poison damage.|||You are immune to disease.|||You don’t need to eat, drink, or breathe.|||You don't need to sleep and don't suffer the effects of exhaustion due to lack of rest, and magic can’t put you to sleep.|||||||||Sentry's Rest. When you take a long rest, you must spend at least six hours in an inactive, motionless state, rather than sleeping. In this state, you appear inert, but it doesn’t render you unconscious, and you can see and hear as normal.|||||||||Integrated Protection. Your body has built-in defensive layers, which determine your armor class. You gain no benefit from wearing armor, but if you are using a shield, you apply its bonus as normal.||||||You can alter your body to enter different defensive modes; each time you finish a long rest, choose one mode to adopt from the Integrated Protection table, provided you meet the mode’s prerequisite.|||||||||||||||You can alter your body to enter different defensive modes; each time you finish a long rest, choose one mode to adopt from the Integrated Protection table, provided you meet the mode’s prerequisite.||||||||||||Integrated Protection|||||||||Mode|||Prerequisite|||Effect|||||||||Darkwood Core (unarmored)|||None|||AC = 11 + your Dexterity modifier (add proficiency bonus if proficient with light armor).|||||||||Composite Plating (armored)|||Medium armor proficiency|||AC = 13 + your Dexterity modifier (maximum of 2) + your proficiency bonus.|||||||||Heavy Plating (armored)|||Heavy armor proficiency|||AC = 16 + your proficiency bonus; disadvantage on Dexterity (Stealth) checks.||||||||||||Languages. You can speak, read, and write Common.||||||"
155,Envoy,Warforged,53,"As an envoy, you were designed with a certain specialized function in mind. You might be an assassin, a healer, or an entertainer, to name a few possibilities. Envoys are the rarest of the warforged subraces, and yours could be a unique design.||||||Ability Score Increase. Two different ability scores of your choice increase by 1.|||||||||Specialized Design. You gain one skill proficiency of your choice, one tool proficiency of your choice, and fluency in one language of your choice.|||||||||Integrated Tool. Choose one tool you’re proficient with. This tool is integrated into your body, and you double your proficiency bonus for any ability checks you make with it. You must have your hands free to use this integrated tool.||||||"
156,Juggernaut,Warforged,53,"You’re an imposing war machine built for close combat and raw might. You tower over your comrades; juggernaut warforged stand between 6 and 7 feet in height and can weigh up to 450 pounds.||||||Ability Score Increase. Your Strength score increases by 2.|||||||||Iron Fists. When you make an unarmed strike, you can deal 1d4 + your Strength modifier bludgeoning damage instead of the normal damage.|||||||||Powerful Build. You count as one size larger when determining your carrying capacity and the weight you can push, drag, or lift.||||||"
157,Skirmisher,Warforged,53,"You were built to scout the edges of battle and outmaneuver your enemies. You are lean and designed for speed.||||||Ability Score Increase. Your Dexterity score increases by 2.|||||||||Swift. Your walking speed is increased by 5 feet.|||||||||Light Step. When you are traveling alone for an extended period of time (one hour or more), you can move stealthily at a normal pace.||||||"
158,Aetherborn,,2,"Source: Plane Shift - Kaladesh||||||Ability Score Increase. Your Charisma score increases by 2, and two other ability scores of your choice increase by 1.|||||||||Age. Aetherborn come into being as adults and live no more than a few years.|||||||||Alignment. As a rule, aetherborn are driven by hedonism and self-interest, making them neutral at best and thoroughly evil at worst. Neutral aetherborn might devote much of their time (and wealth) to parties and social activity, while evil aetherborn are usually involved in the criminal underworld.|||||||||Size. Aetherborn are about the same size as humans, ranging from 5 to 6 feet tall. They are quite light—only about 100 pounds—and their weight diminishes as they age and more and more of their substance returns to the aethersphere. Your size is Medium.|||||||||Speed. Your base walking speed is 30 feet.|||||||||Darkvision. Accustomed to the night, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can’t discern color in darkness, only shades of gray.|||||||||Born of Aether. You have resistance to necrotic damage.|||||||||Menacing. You gain proficiency in the Intimidation skill.|||||||||Languages. You can speak, read, and write Common and two other languages of your choice.||||||"
159,Aven,,2,"|||Ability Score Increase. Your Dexterity score increases by 2.|||||||||Age. Like humans, aven reach adulthood in their late teens and can theoretically live into their 80s. Of course, most find a glorious (or inglorious) death long before that point.|||||||||Alignment. Most aven lean toward some form of neutrality. Ibis-headed aven, focused more on knowledge than any other virtue, are usually neutral. Hawk-headed aven are inclined toward lawful neutral.|||||||||Size. Aven stand from 5 to 6 feet tall, but their bodies are slender and their bones are partially hollow to facilitate their flight. Your size is Medium.|||||||||Speed. Your base walking speed is 25 feet. You have a flying speed of 30 feet. You can’t use your flying speed while you wear medium or heavy armor. (If your campaign uses the variant rule for encumbrance, you can’t use your flying speed if you are encumbered.)|||||||||Languages. You can speak, read, and write Common and Aven.||||||"
160,Ibis-Headed Aven,Aven,2,"A majority of ibis-headed aven, drawn to the teachings of Kefnet, specialize in spellcasting. They take great pride in all the qualities they share with the god of knowledge—not just their avian heads, but their quick wit, self-confidence, cunning, and spellcasting prowess.||||||Ability Score Increase. Your Intelligence score increases by 1.|||||||||Kefnet's Blessing. You can add half your proficiency bonus, rounded down, to any Intelligence check you make that doesn’t already include your proficiency bonus.||||||"
161,Hawk-Headed Aven,Aven,2,"Following the example of Oketra, hawkheaded aven often focus on the techniques of long-range combat. Most prefer javelins, but some are skilled with bows, spears, and throwing axes.||||||Ability Score Increase. Your Wisdom score increases by 2.|||||||||Hawkeyed. You have proficiency in the Perception skill. In addition, attacking at long range doesn’t impose disadvantage on your ranged weapon attack rolls.||||||"
162,Khenra,,2,"Source: Plane Shift - Amonkhet||||||Ability Score Increase. Your Dexterity score increases by 2, and your Strength score increases by 1.|||||||||Age. Khenra mature quickly, reaching adulthood in their early teens. Khenra initiates are usually the youngest in a crop, completing the trials by their late teens. Even without a violent death, they rarely live past 60.|||||||||Alignment. Most khenra lean toward chaotic alignments. They have no particular inclination toward good or evil.|||||||||Size. Khenra have similar builds to humans. Your size is Medium.|||||||||Speed. Your base walking speed is 35 feet.|||||||||Khenra Weapon Training. You have proficiency with the khopesh, spear, and javelin.|||||||||Khenra Twins. If your twin is alive and you can see your twin, whenever you roll a 1 on an attack roll, ability check, or saving throw, you can reroll the die and must use the new roll. If your twin is dead (or if you were born without a twin), you can’t be frightened.|||||||||Languages. You can speak, read, and write Common and Khenra.||||||"
163,Kor,,2,"Source: Plane Shift - Zendikar||||||Ability Score Increase. Your Dexterity score increases by 2, and your Wisdom score increases by 1.|||||||||Age. Kor mature at the same rate as humans and live about as long.|||||||||Alignment. Most kor are lawful good, with a strong dedication to community and the traditions of their ancestors.|||||||||Size. Kor average nearly 6 feet tall, but are much lighter and more slender than humans. Your size is Medium.|||||||||Speed. Your base walking speed is 30 feet. You also have a climbing speed of 30 feet as long as you are not encumbered or wearing heavy armor.|||||||||Kor Climbing. You have proficiency in the Athletics and Acrobatics skills.|||||||||Lucky. When you roll a 1 on the d20 for an attack roll, ability check, or saving throw, you can reroll the die and must use the new roll.|||||||||Brave. You have advantage on saving throws against being frightened.|||||||||Languages. You can speak, read, and write Common, and communicate in the silent speech of the kor.||||||"
164,Merfolk,,2,"The River Heralds are merfolk—a race of amphibious humanoids at home throughout the oceans, rivers, and rain forests of Ixalan. They stand between seven and eight feet tall, with skin that ranges from deep burgundy through many shades of violet and blue, to green, bright orange, and yellow. They are humanlike in shape, but have long fins extending from their shoulders, forearms, middle backs, and calves. Frills of fins also protrude from the backs of their heads. All merfolk can breathe air or filter oxygen from the water, and they can walk on land or swim with equal ease.||||||Ability Score Increase. Your Charisma score increases by 1.|||||||||Age. Merfolk mature at the same rate humans do and reach adulthood around the age of 20. They live considerably longer than humans, though, often reaching well over 100 years.|||||||||Alignment. Most merfolk are neutral, living in close harmony with nature.|||||||||Size. Merfolk are significantly taller than most humans, standing between seven and eight feet tall and averaging about 300 pounds. Your size is Medium.|||||||||Speed. Your base walking speed is 30 feet. You also have a swimming speed of 30 feet.|||||||||Amphibious. You can breathe air and water.|||||||||Languages. You can speak, read, and write Common (if it exists in your campaign), Merfolk and one additional language of your choice.|||||||||Subrace. Merfolk are actually two separate subspecies. The green merfolk favor the land, walking among the trees and savoring the sunlight that filters through the leaves, while the blue merfolk are more at home in the waters of the Great River and the Inner Sea.||||||Green Merfolk||||||Green merfolk generally have yellow chests and pale green faces, shading to dark blues and purples on their backs and limbs. The patterns on their skin suggest the colors of the tree frogs common in the rain forest, as do their eyes of orange, lime green, or sky blue. Their fins are relatively short and thick. They climb trees with ease, move through undergrowth unhindered, and often wield magic to shape vines and branches to their will.|||Ability Score Increase. Your Wisdom score increases by 2.|||Mask of the Wild. You can attempt to hide even when you are only lightly obscured by foliage, heavy rain, falling snow, mist, and other natural phenomena.|||Cantrip. You know one cantrip of your choice from the Druid spell list. Wisdom is your spellcasting ability for it.|||||||||Blue Merfolk||||||Blue merfolk often have burgundy or magenta on their faces and chests, with lighter shades of blue and purple elsewhere. Their eyes are red, orange, or blue, and their long, thin, and elegant fins resemble scarves or veils of fine fabric. They swim easily, even upstream, and clamber over rocks and through rapids with ease. They prefer to dwell in shallow waters, but spend a fair amount of time on land as well.|||Ability Score Increase. Your Intelligence score increases by 2.|||Lore of the Waters. You gain proficiency in History and Nature.|||Cantrip. You know one cantrip of your choice from the Wizard spell list. Intelligence is your spellcasting ability for it.|||||||||||||||||||||Green Merfolk||||||Green merfolk generally have yellow chests and pale green faces, shading to dark blues and purples on their backs and limbs. The patterns on their skin suggest the colors of the tree frogs common in the rain forest, as do their eyes of orange, lime green, or sky blue. Their fins are relatively short and thick. They climb trees with ease, move through undergrowth unhindered, and often wield magic to shape vines and branches to their will.|||Ability Score Increase. Your Wisdom score increases by 2.|||Mask of the Wild. You can attempt to hide even when you are only lightly obscured by foliage, heavy rain, falling snow, mist, and other natural phenomena.|||Cantrip. You know one cantrip of your choice from the Druid spell list. Wisdom is your spellcasting ability for it.|||||||||Blue Merfolk||||||Blue merfolk often have burgundy or magenta on their faces and chests, with lighter shades of blue and purple elsewhere. Their eyes are red, orange, or blue, and their long, thin, and elegant fins resemble scarves or veils of fine fabric. They swim easily, even upstream, and clamber over rocks and through rapids with ease. They prefer to dwell in shallow waters, but spend a fair amount of time on land as well.|||Ability Score Increase. Your Intelligence score increases by 2.|||Lore of the Waters. You gain proficiency in History and Nature.|||Cantrip. You know one cantrip of your choice from the Wizard spell list. Intelligence is your spellcasting ability for it.|||||||||||||||Green merfolk generally have yellow chests and pale green faces, shading to dark blues and purples on their backs and limbs. The patterns on their skin suggest the colors of the tree frogs common in the rain forest, as do their eyes of orange, lime green, or sky blue. Their fins are relatively short and thick. They climb trees with ease, move through undergrowth unhindered, and often wield magic to shape vines and branches to their will.|||Ability Score Increase. Your Wisdom score increases by 2.|||Mask of the Wild. You can attempt to hide even when you are only lightly obscured by foliage, heavy rain, falling snow, mist, and other natural phenomena.|||Cantrip. You know one cantrip of your choice from the Druid spell list. Wisdom is your spellcasting ability for it.|||||||||Blue merfolk often have burgundy or magenta on their faces and chests, with lighter shades of blue and purple elsewhere. Their eyes are red, orange, or blue, and their long, thin, and elegant fins resemble scarves or veils of fine fabric. They swim easily, even upstream, and clamber over rocks and through rapids with ease. They prefer to dwell in shallow waters, but spend a fair amount of time on land as well.|||Ability Score Increase. Your Intelligence score increases by 2.|||Lore of the Waters. You gain proficiency in History and Nature.|||Cantrip. You know one cantrip of your choice from the Wizard spell list. Intelligence is your spellcasting ability for it.||||||"
