id,name,type,actions,ac,hp,spd,str,dex,con,int,wis,cha,extras,senses,languages,cr,source,image
90,"Death Knight","Medium undead, chaotic evil","Magic Resistance. The death knight has advantage on saving throws against spells and other magical effects.|||Marshal Undead. Unless the death knight is incapacitated, it and undead creatures of its choice within 60 feet of it have advantage on saving throws against features that turn undead.|||Spellcasting. The death knight is a 19th-level spell caster. Its spellcasting ability is Charisma (spell save DC 18, +10 to hit with spell attacks). It has the following paladin spells prepared:|||Multiattack. The death knight makes three longsword attacks.|||Longsword. Melee Weapon Attack: +11 to hit, reach 5 ft., one target. Hit: 9 (1d8 + 5) slashing damage, or 10 (1d10 + 5) slashing damage if used with two hands, plus 18 (4d8) necrotic damage.|||Hellfire Orb (1/Day). The death knight hurls a magical ball of fire that explodes at a point it can see within 120 feet of it. Each creature in a 20-foot-radius sphere centered on that point must make a DC 18 Dexterity saving throw. The sphere spreads around corners. A creature takes 35 (10d6) fire damage and 35 (10d6) necrotic damage on a failed save, or half as much damage on a successful one.|||Parry. The death knight adds 6 to its AC against one melee attack that would hit it. To do so, the death knight must see the attacker and be wielding a melee weapon."," 20 (plate, shield)","180 (19d8 + 95)","30 ft.","20 (+5)","11 (+0)","20 (+5)","12 (+1)","16 (+3)","18 (+4)","Saving Throws: Dex +6, Wis +9, Cha +10|||Damage Immunities: necrotic, poison|||Condition Immunities: exhaustion, frightened, poisoned|||"," darkvision 120 ft., passive Perception 13"," Abyssal, Common","17 (18000 XP)",5,https://www.aidedd.org/dnd/images/death-knight.jpg
91,"Deep Gnome (Svirfneblin)","Small humanoid (Gnome), neutral good","Stone Camouflage. The gnome has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.|||Gnome Cunning. The gnome has advantage on Intelligence, Wisdom, and Charisma saving throws against magic.|||Innate Spellcasting. The gnome's innate spellcasting ability is Intelligence (spell save DC 11). It can innately cast the following spells, requiring no material components:|||War Pick. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage.|||Poisoned Dart. Ranged Weapon Attack: +4 to hit, range 30/120 ft., one creature. Hit: 4 (1d4 + 2) piercing damage, and the target must succeed on a DC 12 Constitution saving throw or be poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.","15 (chain shirt)","16 (3d6 + 6)","20 ft.","15 (+2)","14 (+2)","14 (+2)","12 (+1)","10 (+0)","9 (-1)","Skills: Investigation +3, Perception +2, Stealth +4|||"," darkvision 120 ft., passive Perception 12"," Gnomish, Terran, Undercommon","1/2 (100 XP)",5,https://www.aidedd.org/dnd/images/deep-gnome.jpg
92,Deer,"Medium beast, unaligned","Bite. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 2 (1d4) piercing damage.",13,"4 (1d8)","50 ft.","11 (+0)","16 (+3)","11 (+0)","2 (-4)","14 (+2)","5 (-3)","","passive Perception 12","—","0 (10 XP)",5,""
93,Deva,"Medium celestial, lawful good","Angelic Weapons. The deva's weapon attacks are magical. When the deva hits with any weapon, the weapon deals an extra 4d8 radiant damage (included in the attack).|||Innate Spellcasting. The deva's spellcasting ability is Charisma (spell save DC 17). The deva can innately cast the following spells, requiring only verbal components:|||Magic Resistance. The deva has advantage on saving throws against spells and other magical effects.|||Multiattack. The deva makes two melee attacks.|||Mace. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) bludgeoning damage plus 18 (4d8) radiant damage.|||Healing Touch (3/Day). The deva touches another creature. The target magically regains 20 (4d8 + 2) hit points and is freed from any curse, disease, poison, blindness, or deafness.|||Change Shape. The deva magically polymorphs into a humanoid or beast that has a challenge rating equal to or less than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the deva's choice). In a new form, the deva retains its game statistics and ability to speak, but its AC, movement modes, Strength, Dexterity, and special senses are replaced by those of the new form, and it gains any statistics and capabilities (except class features, legendary actions, and lair actions) that the new form has but that it lacks.","17 (natural armor)","136 (16d8 + 64)"," 30 ft., fly 90 ft.","18 (+4)","18 (+4)","18 (+4)","17 (+3)","20 (+5)","20 (+5)","Saving Throws: Wis +9, Cha +9|||Skills: Insight +9, Perception +9|||Damage Resistances: radiant; bludgeoning, piercing, and slashing from nonmagical attacks|||Condition Immunities: charmed, exhaustion, frightened|||"," darkvision 120 ft., passive Perception 19"," all, telepathy 120 ft.","10 (5900 XP)",5,https://www.aidedd.org/dnd/images/deva.jpg
94,"Dire Wolf","Large beast, unaligned","Keen Hearing and Smell. The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.|||Pack Tactics. The wolf has advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 feet of the creature and the ally isn't incapacitated.|||Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone.","14 (natural armor)","37 (5d10 + 10)","50 ft.","17 (+3)","15 (+2)","15 (+2)","3 (-4)","12 (+1)","7 (-2)","Skills: Perception +3, Stealth +4|||","passive Perception 13","—","1 (200 XP)",5,https://www.aidedd.org/dnd/images/dire-wolf.jpg
95,"Displacer Beast","Large monstrosity, lawful evil","Avoidance. If the displacer beast is subjected to an effect that allows it to make a saving throw to take only half damage, it instead takes no damage if it succeeds on the saving throw, and only half damage if it fails.|||Displacement. The displacer beast projects a magical illusion that makes it appear to be standing near its actual location, causing attack rolls against it to have disadvantage. If it is hit by an attack, this trait is disrupted until the end of its next turn. This trait is also disrupted while the displacer beast is incapacitated or has a speed of 0.|||Multiattack. The displacer beast makes two attacks with its tentacles.|||Tentacle. Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 7 (1d6 + 4) bludgeoning damage plus 3 (1d6) piercing damage.","13 (natural armor)","85 (10d10 + 30)","40 ft.","18 (+4)","15 (+2)","16 (+3)","6 (-2)","12 (+1)","8 (-1)",""," darkvision 60 ft., passive Perception 11","—","3 (700 XP)",5,https://www.aidedd.org/dnd/images/displacer-beast.jpg
96,Djinni,"Large elemental, chaotic good","Elemental Demise. If the djinni dies, its body disintegrates into a warm breeze, leaving behind only equipment the djinni was wearing or carrying.|||Innate Spellcasting. The djinni's innate spellcasting ability is Charisma (spell save DC 17, +9 to hit with spell attacks). It can innately cast the following spells, requiring no material components:|||Multiattack. The djinni makes three scimitar attacks.|||Scimitar. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage plus 3 (1d6) lightning or thunder damage (djinni's choice).|||Create Whirlwind. A 5-foot-radius, 30-foot-tall cylinder of swirling air magically forms on a point the djinni can see within 120 feet of it. The whirlwind lasts as long as the djinni maintains concentration (as if concentrating on a spell). Any creature but the djinni that enters the whirlwind must succeed on a DC 18 Strength saving throw or be restrained by it. The djinni can move the whirlwind up to 60 feet as an action, and creatures restrained by the whirlwind move with it. The whirlwind ends if the djinni loses sight of it. A creature can use its action to free a creature restrained by the whirlwind, including itself, by succeeding on a DC 18 Strength check. If the check succeeds, the creature is no longer restrained and moves to the nearest space outside the whirlwind.","17 (natural armor)","161 (14d10 + 84)"," 30 ft., fly 90 ft.","21 (+5)","15 (+2)","22 (+6)","15 (+2)","16 (+3)","20 (+5)","Saving Throws: Dex +6, Wis +7, Cha +9|||Damage Immunities: lightning, thunder|||"," darkvision 120 ft., passive Perception 13",Auran,"11 (7200 XP)",5,https://www.aidedd.org/dnd/images/djinni.jpg
97,Doppelganger,"Medium monstrosity (Shapechanger), neutral","Shapechanger. The doppelganger can use its action to polymorph into a Small or Medium humanoid it has seen, or back into its true form. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.|||Ambusher. In the first round of a combat, the doppelganger has advantage on attack rolls against any creature it surprised.|||Surprise Attack. If the doppelganger surprises a creature and hits it with an attack during the first round of combat, the target takes an extra 10 (3d6) damage from the attack.|||Multiattack. The doppelganger makes two melee attacks.|||Slam. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) bludgeoning damage.|||Read Thoughts. The doppelganger magically reads the surface thoughts of one creature within 60 feet of it. The effect can penetrate barriers, but 3 feet of wood or dirt, 2 feet of stone, 2 inches of metal, or a thin sheet of lead blocks it. While the target is in range, the doppelganger can continue reading its thoughts, as long as the doppelganger's concentration isn't broken (as if concentrating on a spell). While reading the target's mind, the doppelganger has advantage on Wisdom (Insight) and Charisma (Deception, Intimidation, and Persuasion) checks against the target.",14,"52 (8d8 + 16)","30 ft.","11 (+0)","18 (+4)","14 (+2)","11 (+0)","12 (+1)","14 (+2)","Skills: Deception +6, Insight +3|||Condition Immunities: charmed|||"," darkvision 60 ft., passive Perception 11",Common,"3 (700 XP)",5,https://www.aidedd.org/dnd/images/doppelganger.jpg
98,"Draft Horse","Large beast, unaligned","Hooves. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (2d4 + 4) bludgeoning damage.",10,"19 (3d10 + 3)","40 ft.","18 (+4)","10 (+0)","12 (+1)","2 (-4)","11 (+0)","7 (-2)","","passive Perception 10","—","1/4 (50 XP)",5,""
99,"Dragon Turtle","Gargantuan dragon, neutral","Amphibious. The dragon turtle can breathe air and water.|||Multiattack. The dragon turtle makes three attacks: one with its bite and two with its claws. It can make one tail attack in place of its two claw attacks.|||Bite. Melee Weapon Attack: +13 to hit, reach 15 ft., one target. Hit: 26 (3d12 + 7) piercing damage.|||Claw. Melee Weapon Attack: +13 to hit, reach 10 ft., one target. Hit: 16 (2d8 + 7) slashing damage.|||Tail. Melee Weapon Attack: +13 to hit, reach 15 ft., one target. Hit: 26 (3d12 + 7) bludgeoning damage. If the target is a creature, it must succeed on a DC 20 Strength saving throw or be pushed up to 10 feet away from the dragon turtle and knocked prone.|||Steam Breath (Recharge 5-6). The dragon turtle exhales scalding steam in a 60-foot cone. Each creature in that area must make a DC 18 Constitution saving throw, taking 52 (15d 6) fire damage on a failed save, or half as much damage on a successful one. Being underwater doesn't grant resistance against this damage.","20 (natural armor)","341 (22d20 + 110)"," 20 ft., swim 40 ft.","25 (+7)","10 (+0)","20 (+5)","10 (+0)","12 (+1)","12 (+1)","Saving Throws: Dex +6, Con +11, Wis +7|||Damage Resistances: fire|||"," darkvision 120 ft., passive Perception 11"," Aquan, Draconic","17 (18000 XP)",5,https://www.aidedd.org/dnd/images/dragon-turtle.jpg
100,Dretch,"Small fiend (Demon), chaotic evil","Multiattack. The dretch makes two attacks: one with its bite and one with its claws.|||Bite. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 3 (1d6) piercing damage.|||Claws. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 5 (2d4) slashing damage.|||Fetid Cloud (1/Day). A 10-foot radius of disgusting green gas extends out from the dretch. The gas spreads around corners, and its area is lightly obscured. It lasts for 1 minute or until a strong wind disperses it. Any creature that starts its turn in that area must succeed on a DC 11 Constitution saving throw or be poisoned until the start of its next turn. While poisoned in this way, the target can take either an action or a bonus action on its turn, not both, and can't take reactions.","11 (natural armor)","18 (4d6 + 4)","20 ft.","11 (+0)","11 (+0)","12 (+1)","5 (-3)","8 (-1)","3 (-4)","Damage Resistances: cold, fire, lightning|||Damage Immunities: poison|||Condition Immunities: poisoned|||"," darkvision 60 ft., passive Perception 9"," Abyssal, telepathy 60 ft. (works only with creatures that understand Abyssal)","1/4 (50 XP)",5,https://www.aidedd.org/dnd/images/demon-dretch.jpg
101,Drider,"Large monstrosity, chaotic evil","Fey Ancestry. The drider has advantage on saving throws against being charmed, and magic can't put the drider to sleep.|||Innate Spellcasting. The drider's innate spellcasting ability is Wisdom (spell save DC 13). The drider can innately cast the following spells, requiring no material components:|||Spider Climb. The drider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.|||Sunlight Sensitivity. While in sunlight, the drider has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.|||Web Walker. The drider ignores movement restrictions caused by webbing.|||Multiattack. The drider makes three attacks, either with its longsword or its longbow. It can replace one of those attacks with a bite attack.|||Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 2 (1d4) piercing damage plus 9 (2d8) poison damage.|||Longsword. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands.|||Longbow. Ranged Weapon Attack: +6 to hit, range 150/600 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 4 (1d8) poison damage.","19 (natural armor)","123 (13d10 + 52)"," 30 ft., climb 30 ft.","16 (+3)","16 (+3)","18 (+4)","13 (+1)","14 (+2)","12 (+1)","Skills: Perception +5, Stealth +9|||"," darkvision 120 ft., passive Perception 15"," Elvish, Undercommon","6 (2300 XP)",5,https://www.aidedd.org/dnd/images/drider.jpg
102,Drow,"Medium humanoid (Elf), neutral evil","Fey Ancestry. The drow has advantage on saving throws against being charmed, and magic can't put the drow to sleep.|||Innate Spellcasting. The drow's spellcasting ability is Charisma (spell save DC 11). It can innately cast the following spells, requiring no material components:|||Sunlight Sensitivity. While in sunlight, the drow has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.|||Shortsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.|||Hand Crossbow. Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage, and the target must succeed on a DC 13 Constitution saving throw or be poisoned for 1 hour. If the saving throw fails by 5 or more, the target is also unconscious while poisoned in this way. The target wakes up if it takes damage or if another creature takes an action to shake it awake.","15 (chain shirt)","13 (3d8)","30 ft.","10 (+0)","14 (+2)","10 (+0)","11 (+0)","11 (+0)","12 (+1)","Skills: Perception +2, Stealth +4|||"," darkvision 120 ft., passive Perception 12"," Elvish, Undercommon","1/4 (50 XP)",5,https://www.aidedd.org/dnd/images/drow.jpg
